Lot Area,Neighborhood,Building Type,House Style,Overall Quality,Overall Condition,Year Built,Year Remodeled/Added,Unfinished Basement (SF),Central Air,1st Floor (SF),2nd Floor (SF),Above Ground Living Area (SF),Bedrooms,Kitchen Quality,Total Rooms,Garage Type,Garage Cars,Garage Area,Wood Deck (SF),Open Porch (SF),Enclosed Porch,Screen Porch,Year Sold,Sale Price,Total Bathrooms,Remodeled Y/N,Total Finished Basement (SF),Finished Basement/Abv Ground Living Area
9760,NAmes,1Fam,2Story,6,8,1964,1993,169,Y,1020,831,1851,3,Gd,7,Attchd,2,440,239,42,0,0,2007,187000,3,Y,653,2504
2179,NPkVill,Twnhs,2Story,6,5,1976,1976,785,Y,855,601,1456,3,TA,6,Attchd,2,460,0,28,0,0,2006,144000,3,N,70,1526
16737,NridgHt,1Fam,1Story,9,5,2004,2005,533,Y,1980,0,1980,3,Ex,8,Attchd,3,770,194,45,0,0,2006,315000,3,Y,1447,3427
16387,NridgHt,1Fam,2Story,9,5,2006,2006,369,Y,1738,851,2589,4,Ex,11,Attchd,3,831,0,0,0,0,2006,412083,4,N,1369,3958
16259,NridgHt,1Fam,2Story,9,5,2006,2006,1249,Y,1249,1347,2596,4,Gd,9,Attchd,3,840,240,154,0,0,2006,342643,4,N,0,2596
16163,NridgHt,1Fam,1Story,8,5,2004,2004,1618,Y,1618,0,1618,2,Gd,6,Attchd,3,880,0,0,0,0,2006,252000,2,N,0,1618
13891,NridgHt,1Fam,1Story,10,5,2006,2006,690,Y,2076,0,2076,2,Ex,7,Attchd,3,850,216,229,0,0,2006,465000,4,N,1386,3462
12228,NridgHt,1Fam,1Story,7,5,2006,2006,1721,Y,1740,0,1740,4,Gd,8,Attchd,3,874,0,43,0,0,2006,293000,2,N,0,1740
14780,NridgHt,1Fam,1Story,9,5,2005,2005,363,Y,1868,0,1868,2,Ex,7,Attchd,3,1085,354,56,0,156,2006,415000,3,N,1505,3373
16033,NridgHt,1Fam,1Story,9,5,2004,2005,572,Y,1850,0,1850,3,Gd,8,Attchd,3,772,519,112,0,0,2006,326000,3,Y,1261,3111
14215,NridgHt,1Fam,2Story,8,5,2005,2006,1158,Y,1158,1218,2376,4,Gd,9,BuiltIn,3,853,240,154,0,0,2006,325300,4,Y,0,2376
13418,NridgHt,1Fam,2Story,8,5,2004,2005,1117,Y,1132,1320,2452,4,Gd,9,BuiltIn,3,691,113,32,0,0,2006,309000,4,Y,0,2452
13975,NridgHt,1Fam,2Story,9,5,2005,2006,1090,Y,1117,1089,2206,4,Ex,10,BuiltIn,3,670,148,95,0,0,2006,300000,3,Y,0,2206
10240,NridgHt,1Fam,2Story,8,5,2005,2005,1030,Y,1038,1060,2098,3,Ex,8,Attchd,3,878,192,52,0,0,2006,275500,3,N,0,2098
9942,NridgHt,1Fam,2Story,9,5,2005,2006,316,Y,1625,466,2091,3,Ex,8,Attchd,2,521,194,84,0,0,2006,338500,4,Y,1290,3381
11924,NridgHt,1Fam,2Story,9,5,2005,2006,177,Y,1182,1142,2324,4,Ex,11,BuiltIn,3,736,147,21,0,0,2006,345000,4,Y,998,3322
12867,NridgHt,1Fam,2Story,8,5,2005,2006,1209,Y,1209,1044,2253,3,Ex,8,Attchd,2,575,243,142,0,0,2006,344133,3,Y,0,2253
10672,NridgHt,1Fam,2Story,8,5,2006,2006,1054,Y,1054,1335,2389,4,Gd,10,BuiltIn,3,672,176,64,0,0,2006,298236,3,N,0,2389
11643,NridgHt,1Fam,2Story,8,5,2005,2006,644,Y,1544,814,2358,4,Ex,10,BuiltIn,3,784,120,34,0,0,2006,329900,4,Y,880,3238
12378,NridgHt,1Fam,1Story,9,5,2003,2004,622,Y,1944,0,1944,3,Ex,8,Attchd,3,708,208,175,0,0,2006,360000,3,Y,1274,3218
11065,NridgHt,1Fam,2Story,8,5,2006,2006,1085,Y,1120,850,1970,3,Ex,8,BuiltIn,3,753,177,74,0,0,2006,281000,3,N,0,1970
13758,NridgHt,1Fam,1Story,9,5,2005,2006,560,Y,1792,0,1792,2,Gd,6,Attchd,3,925,204,49,0,0,2006,372397,3,Y,1232,3024
14828,NridgHt,1Fam,1Story,9,5,2004,2005,397,Y,1780,0,1780,2,Ex,7,Attchd,3,816,144,68,0,0,2006,378000,3,Y,1383,3163
11846,NridgHt,1Fam,1Story,9,5,2003,2004,225,Y,1792,0,1792,2,Ex,6,Attchd,3,874,206,49,0,0,2006,374000,3,Y,1567,3359
20431,NridgHt,1Fam,2Story,9,5,2005,2006,438,Y,1848,880,2728,4,Ex,10,Attchd,3,706,0,0,0,0,2006,437154,4,Y,1410,4138
10927,NridgHt,1Fam,2Story,8,5,2005,2005,512,Y,1058,846,1904,3,Ex,8,BuiltIn,2,736,179,60,0,0,2006,275000,4,N,546,2450
13215,NridgHt,1Fam,2Story,8,5,2004,2004,426,Y,1426,488,1914,3,Gd,9,BuiltIn,3,746,168,127,0,0,2006,279000,4,N,994,2908
7052,NridgHt,TwnhsE,1Story,7,5,2005,2005,705,Y,1364,0,1364,2,Gd,6,Attchd,2,484,192,36,0,0,2006,185850,3,N,659,2023
5911,NridgHt,TwnhsE,1Story,9,5,2005,2005,1088,Y,1565,0,1565,2,Ex,6,Attchd,2,556,196,56,0,0,2006,282500,3,N,472,2037
6955,NridgHt,TwnhsE,1Story,7,5,2005,2006,1368,Y,1368,0,1368,2,Gd,6,Attchd,2,474,132,35,0,0,2006,202500,2,Y,0,1368
6792,NridgHt,TwnhsE,1Story,7,5,2005,2006,1368,Y,1368,0,1368,2,Gd,6,Attchd,2,474,132,35,0,0,2006,202665,2,Y,0,1368
7740,NridgHt,TwnhsE,1Story,9,5,2006,2006,663,Y,1686,0,1686,1,Ex,6,Attchd,3,899,266,100,0,0,2006,332200,3,N,1023,2709
6373,NridgHt,TwnhsE,1Story,9,5,2006,2006,1251,Y,1666,0,1666,2,Gd,6,Attchd,2,575,228,75,0,0,2006,310090,3,N,415,2081
3136,NridgHt,TwnhsE,1Story,7,5,2003,2003,1405,Y,1405,0,1405,2,Gd,6,Attchd,2,478,148,36,0,0,2006,171750,2,N,0,1405
10237,Gilbert,1Fam,1Story,6,5,2005,2006,1288,Y,1316,0,1316,3,Gd,6,Attchd,2,397,100,0,0,0,2006,169990,2,Y,28,1344
10237,Gilbert,1Fam,2Story,6,5,2005,2006,728,Y,728,728,1456,3,Gd,8,Attchd,2,390,0,24,0,0,2006,170440,3,Y,0,1456
10237,Gilbert,1Fam,2Story,7,5,2006,2006,738,Y,738,754,1492,3,Gd,8,Attchd,2,440,0,32,0,0,2006,169985,3,N,0,1492
17104,Gilbert,1Fam,2Story,7,5,2006,2006,100,Y,664,832,1496,3,Gd,7,Attchd,2,426,100,24,0,0,2006,179665,4,N,554,2050
14054,Gilbert,1Fam,2Story,7,5,2006,2006,879,Y,879,984,1863,4,Gd,9,BuiltIn,3,660,100,17,0,0,2006,219210,3,N,0,1863
11660,Gilbert,1Fam,1Story,6,5,2006,2006,1326,Y,1326,0,1326,3,Gd,6,Attchd,2,427,100,0,0,0,2006,174190,2,N,0,1326
15578,Gilbert,1Fam,2Story,6,5,2006,2006,728,Y,728,728,1456,3,TA,8,Attchd,2,429,0,0,0,0,2006,172785,3,N,0,1456
11631,Gilbert,1Fam,2Story,8,5,2004,2005,1052,Y,1052,1321,2373,4,Gd,9,BuiltIn,3,632,120,46,0,0,2006,258000,3,Y,0,2373
9073,Gilbert,1Fam,2Story,7,5,2006,2006,738,Y,738,754,1492,3,Gd,8,Attchd,2,440,100,32,0,0,2006,185101,3,N,0,1492
3087,Blmngtn,TwnhsE,1Story,7,5,2006,2006,767,Y,1364,0,1364,2,Gd,6,Attchd,2,437,100,16,0,0,2006,210250,3,N,453,1817
3196,Blmngtn,TwnhsE,1Story,7,5,2003,2004,1374,Y,1557,0,1557,2,Gd,7,Attchd,2,420,143,20,0,0,2006,234000,2,Y,0,1557
3196,Blmngtn,TwnhsE,1Story,8,5,2003,2003,1273,Y,1456,0,1456,2,Gd,7,Attchd,2,400,143,20,0,0,2006,215000,2,N,0,1456
2938,Blmngtn,TwnhsE,1Story,7,5,2002,2002,330,Y,1511,0,1511,2,Gd,5,Attchd,2,398,130,30,0,0,2006,246990,3,N,1038,2549
3072,Blmngtn,TwnhsE,1Story,7,5,2004,2004,1375,Y,1414,0,1414,2,Gd,6,Attchd,2,398,144,20,0,0,2006,178740,2,N,0,1414
3072,Blmngtn,TwnhsE,1Story,7,5,2004,2004,306,Y,1548,0,1548,2,Gd,7,Attchd,2,388,143,20,0,0,2006,225000,3,N,1059,2607
3010,Blmngtn,TwnhsE,1Story,7,5,2005,2006,1232,Y,1248,0,1248,2,Gd,5,Attchd,2,438,108,0,0,0,2006,167240,2,Y,16,1264
3010,Blmngtn,TwnhsE,1Story,7,5,2005,2006,1126,Y,1142,0,1142,2,Gd,6,Attchd,2,440,90,0,0,0,2006,156820,2,Y,16,1158
3013,Blmngtn,TwnhsE,1Story,7,5,2005,2005,1346,Y,1506,0,1506,2,Gd,6,Attchd,2,440,142,20,0,0,2006,213490,2,N,16,1522
3982,Blmngtn,TwnhsE,1Story,8,5,2006,2006,366,Y,1567,0,1567,1,Ex,7,Attchd,3,648,312,0,0,0,2006,264561,3,N,1154,2721
4045,Blmngtn,TwnhsE,1Story,7,5,2006,2006,286,Y,1500,0,1500,2,Gd,6,Attchd,3,648,161,20,0,0,2006,246578,3,N,1070,2570
21930,Gilbert,1Fam,2Story,5,5,2005,2005,732,Y,734,1104,1838,4,TA,7,BuiltIn,2,372,100,40,0,0,2006,192140,3,N,0,1838
7861,Gilbert,1Fam,2Story,6,5,2002,2003,326,Y,807,702,1509,3,Gd,7,Attchd,2,393,100,75,0,0,2006,183200,4,Y,457,1966
9056,Gilbert,1Fam,2Story,8,5,2004,2004,707,Y,707,707,1414,3,Gd,6,Attchd,2,403,100,35,0,0,2006,178000,3,N,0,1414
9171,Gilbert,1Fam,2Story,7,5,2004,2005,848,Y,848,750,1598,3,Gd,7,Attchd,2,433,100,48,0,0,2006,201490,3,Y,0,1598
11194,Gilbert,1Fam,2Story,8,5,2000,2000,1406,Y,1454,482,1936,3,Gd,7,Attchd,2,504,188,124,0,0,2006,230500,3,N,0,1936
7875,Gilbert,1Fam,2Story,7,5,2003,2003,783,Y,807,702,1509,3,Gd,8,Attchd,2,393,0,75,0,0,2006,180000,3,N,0,1509
8121,Gilbert,1Fam,2Story,6,5,2000,2000,953,Y,953,711,1664,3,TA,7,Attchd,2,460,100,40,0,0,2006,172400,3,N,0,1664
8658,Gilbert,1Fam,2Story,6,5,2000,2000,250,Y,1008,881,1889,3,TA,9,Attchd,2,431,0,0,0,0,2006,215000,3,N,732,2621
11214,Gilbert,1Fam,2Story,7,5,1998,1999,930,Y,956,930,1886,4,Gd,10,Attchd,2,431,89,0,0,0,2006,199900,3,Y,0,1886
10852,Gilbert,1Fam,2Story,6,5,2000,2000,173,Y,959,712,1671,3,TA,7,Attchd,2,472,0,38,0,0,2006,173000,4,N,786,2457
12104,Gilbert,1Fam,2Story,7,5,2006,2006,1035,Y,1082,1240,2322,4,Gd,8,Attchd,3,617,400,45,0,0,2006,287602,4,N,0,2322
8738,Gilbert,1Fam,2Story,7,5,1999,1999,975,Y,1005,1286,2291,4,Gd,8,BuiltIn,2,429,192,0,0,0,2006,230000,3,N,0,2291
9452,NoRidge,1Fam,2Story,8,5,1997,1998,322,Y,1407,985,2392,3,Gd,7,Attchd,3,870,0,70,0,0,2006,348000,4,Y,1074,3466
9660,NoRidge,1Fam,2Story,8,5,1998,1998,253,Y,1079,897,1976,3,Gd,7,Attchd,3,885,210,31,0,0,2006,286000,4,N,791,2767
9545,NoRidge,1Fam,2Story,8,5,2000,2000,655,Y,1205,1029,2234,3,Gd,7,BuiltIn,3,768,0,50,0,0,2006,300000,4,N,505,2739
35760,NoRidge,1Fam,2Story,10,5,1995,1996,543,Y,1831,1796,3627,4,Gd,10,Attchd,3,807,361,76,0,0,2006,625000,5,Y,1387,5014
9233,NoRidge,1Fam,2Story,9,5,2000,2000,358,Y,1540,1315,2855,4,Ex,9,Attchd,3,774,247,55,0,0,2006,405000,4,N,1182,4037
12011,NoRidge,1Fam,2Story,8,5,1998,1998,130,Y,1086,838,1924,3,Gd,7,Attchd,2,592,208,75,0,374,2006,280000,4,N,956,2880
12090,NoRidge,1Fam,2Story,8,5,1998,1998,1141,Y,1165,1098,2263,4,Gd,10,BuiltIn,2,420,144,123,0,0,2006,258000,3,N,0,2263
10019,NoRidge,1Fam,2Story,8,5,1995,1995,815,Y,1358,1368,2726,4,Gd,9,Attchd,3,725,307,169,168,0,2006,350000,3,N,527,3253
17242,NoRidge,1Fam,2Story,9,5,1993,1994,48,Y,1933,1567,3500,4,Ex,11,Attchd,3,959,870,86,0,210,2006,584500,5,Y,1685,5185
10236,NoRidge,1Fam,2Story,8,5,1994,1995,742,Y,1305,1189,2494,4,Gd,9,Attchd,3,803,200,95,0,0,2006,321000,4,Y,548,3042
10120,NoRidge,1Fam,2Story,8,5,1994,1994,425,Y,1203,1323,2526,4,Gd,8,Attchd,3,844,309,78,0,0,2006,290000,4,N,740,3266
12585,NoRidge,1Fam,2Story,8,5,1993,1993,0,Y,1565,1234,2799,3,Gd,8,Attchd,3,704,432,136,0,0,2006,315000,4,N,1286,4085
12447,Somerst,1Fam,2Story,8,5,2005,2006,1100,Y,1116,848,1964,3,Gd,8,BuiltIn,2,760,200,70,0,0,2006,252000,3,Y,0,1964
15218,Somerst,1Fam,1Story,8,5,2006,2006,108,Y,1670,0,1670,2,Gd,6,Attchd,3,928,0,240,200,0,2006,336820,4,N,1562,3232
20896,Somerst,1Fam,1Story,8,5,2005,2006,356,Y,2097,0,2097,1,Ex,8,Attchd,3,1134,192,267,0,0,2006,423000,3,Y,1721,3818
10182,Somerst,1Fam,1Story,8,5,2006,2006,440,Y,1660,0,1660,3,Gd,8,Attchd,2,500,322,50,0,0,2006,290000,3,N,1220,2880
8688,Somerst,1Fam,1Story,7,5,2005,2005,1616,Y,1616,0,1616,3,Gd,7,Attchd,3,834,208,59,0,0,2006,232000,2,N,0,1616
10936,Somerst,1Fam,1Story,8,5,2006,2006,1504,Y,1504,0,1504,3,Gd,7,Attchd,2,510,144,0,0,0,2006,199000,2,N,0,1504
8640,Somerst,1Fam,1Story,8,5,2006,2006,1254,Y,1278,0,1278,2,Gd,5,Attchd,2,584,0,60,0,0,2006,198600,2,N,24,1302
13162,Somerst,1Fam,2Story,9,5,2006,2006,200,Y,2036,604,2640,3,Ex,11,Attchd,3,792,0,265,0,0,2006,405749,5,N,1836,4476
11216,Somerst,1Fam,1Story,8,5,2006,2006,1489,Y,1489,0,1489,3,Gd,7,Attchd,2,776,0,140,0,0,2006,232600,2,N,0,1489
10728,Somerst,1Fam,2Story,8,5,2006,2006,1095,Y,1095,844,1939,3,Gd,8,Attchd,3,1053,192,51,0,0,2006,266000,3,N,0,1939
8125,Somerst,1Fam,2Story,7,5,2005,2006,756,Y,756,797,1553,3,Gd,6,Attchd,2,615,0,45,0,0,2006,186500,3,Y,0,1553
8125,Somerst,1Fam,2Story,6,5,2005,2005,858,Y,858,858,1716,3,Gd,7,Attchd,2,615,0,53,0,0,2006,200825,3,N,0,1716
8125,Somerst,1Fam,2Story,7,5,2006,2006,770,Y,778,798,1576,3,Gd,6,Attchd,2,614,0,50,0,0,2006,197000,3,N,0,1576
7200,Somerst,1Fam,1Story,6,5,2006,2006,357,Y,1262,0,1262,2,Gd,5,Attchd,2,572,0,120,0,0,2006,185000,2,N,905,2167
7500,Somerst,1Fam,1Story,7,5,2005,2005,1257,Y,1266,0,1266,3,Gd,6,Attchd,2,453,38,144,0,0,2006,176000,2,N,0,1266
7200,Somerst,1Fam,1Story,7,5,2006,2006,1293,Y,1301,0,1301,2,Gd,5,Attchd,2,572,216,121,0,0,2006,187750,3,N,0,1301
7733,SawyerW,1Fam,1Story,6,5,2005,2005,1118,Y,1142,0,1142,3,Gd,5,0,0,0,4,50,0,0,2006,139500,2,N,24,1166
11024,SawyerW,1Fam,1Story,7,5,2005,2006,1400,Y,1400,0,1400,3,Gd,6,Attchd,2,612,144,55,0,0,2006,186800,2,Y,0,1400
13072,SawyerW,1Fam,1Story,6,5,2005,2006,1131,Y,1131,0,1131,3,Gd,6,0,0,0,0,39,0,0,2006,132000,2,Y,0,1131
13072,SawyerW,1Fam,1Story,6,5,2005,2005,1141,Y,1141,0,1141,3,TA,6,Detchd,2,484,0,0,0,0,2006,142500,2,N,0,1141
13072,SawyerW,1Fam,1Story,6,5,2004,2004,217,Y,1158,0,1158,3,Gd,5,Detchd,2,576,0,50,0,0,2006,158000,3,N,941,2099
7800,SawyerW,1Fam,2Story,7,5,2005,2005,891,Y,891,795,1686,3,Gd,8,Attchd,2,462,144,101,0,0,2006,184000,3,N,0,1686
7632,SawyerW,1Fam,2Story,7,5,2005,2005,784,Y,831,754,1585,3,Gd,7,Attchd,2,449,100,77,0,0,2006,184900,3,N,0,1585
8304,SawyerW,1Fam,2Story,6,5,1997,1998,941,Y,941,896,1837,3,TA,7,Attchd,2,688,150,165,0,0,2006,187000,3,Y,0,1837
7153,SawyerW,1Fam,2Story,6,5,1992,1992,374,Y,810,793,1603,3,Gd,7,Attchd,2,484,0,124,0,0,2006,175900,3,N,387,1990
9370,SawyerW,1Fam,2Story,6,5,1992,1993,78,Y,844,887,1731,3,Gd,7,Attchd,2,462,307,85,0,224,2006,248500,4,Y,758,2489
7175,SawyerW,TwnhsE,1Story,6,5,1990,1991,494,Y,1398,0,1398,2,Gd,5,Attchd,2,542,0,46,0,0,2006,172000,3,Y,904,2302
7175,SawyerW,TwnhsE,1Story,6,5,1991,1991,939,Y,1217,0,1217,2,Gd,5,Attchd,2,484,0,64,0,0,2006,151000,2,N,278,1495
9019,SawyerW,1Fam,2Story,6,5,1994,1994,362,Y,636,684,1320,3,Gd,6,Attchd,2,472,0,40,0,0,2006,150000,3,N,274,1594
8900,SawyerW,1Fam,1Story,4,4,1966,1966,0,Y,1056,0,1056,2,TA,5,Detchd,1,384,0,42,0,0,2006,107000,2,N,1056,2112
7800,SawyerW,1Fam,1Story,5,5,1965,1965,187,Y,965,0,965,3,TA,6,Detchd,1,300,421,0,0,0,2006,119900,2,N,641,1606
9100,Sawyer,1Fam,1Story,5,4,1962,1962,952,Y,988,0,988,3,TA,6,Detchd,2,624,0,0,0,0,2006,129500,2,N,36,1024
9100,Sawyer,Duplex,1Story,5,5,1963,1963,396,Y,1728,0,1728,6,TA,10,Detchd,2,504,0,0,0,0,2006,125000,3,N,1332,3060
8927,Sawyer,Duplex,1.5Fin,6,6,1977,1977,0,Y,1286,368,1654,4,TA,10,Attchd,2,528,0,0,0,0,2006,119500,2,N,0,1654
9240,Sawyer,1Fam,1Story,5,6,1962,2002,252,Y,1211,0,1211,2,TA,6,Detchd,2,576,161,0,0,0,2006,144000,1,Y,612,1823
7200,OldTown,1Fam,1Story,5,8,1940,1950,808,Y,1072,0,1072,2,TA,5,Detchd,2,379,0,0,0,0,2007,130000,1,Y,0,1072
9308,Sawyer,1Fam,1Story,5,5,1965,1965,430,Y,984,0,984,3,TA,5,Attchd,1,310,0,0,0,0,2006,126000,1,N,554,1538
8450,Sawyer,1Fam,1Story,5,6,1968,1968,450,Y,909,0,909,3,TA,5,Attchd,1,294,0,155,0,0,2006,116000,1,N,432,1341
8638,Sawyer,1Fam,1Story,5,6,1963,1963,744,Y,925,0,925,2,TA,5,Detchd,2,484,203,74,0,0,2006,133500,2,N,181,1106
13052,Sawyer,1Fam,1Story,5,6,1965,1965,312,Y,1024,0,1024,3,TA,5,Attchd,1,308,0,0,0,0,2006,120875,2,N,712,1736
13526,Sawyer,1Fam,1Story,5,6,1965,1965,0,Y,935,0,935,3,TA,5,Attchd,1,288,180,0,0,0,2006,137000,2,N,935,1870
8020,Sawyer,1Fam,1Story,5,6,1964,1964,268,N,912,0,912,3,TA,6,0,0,0,0,0,0,0,2006,124000,1,N,644,1556
9000,OldTown,1Fam,1.5Fin,5,8,1900,2006,550,Y,680,494,1174,2,Gd,6,Detchd,2,576,116,26,40,0,2007,135000,1,Y,130,1304
8789,Sawyer,1Fam,1Story,5,6,1967,1967,253,Y,941,0,941,3,TA,6,Attchd,1,288,64,0,0,0,2006,129200,1,N,659,1600
14330,Veenker,1Fam,SLvl,7,4,1974,1974,228,Y,2151,495,2646,3,Gd,9,Attchd,2,550,641,100,0,0,2006,260000,5,N,1520,4166
16059,NoRidge,1Fam,2Story,8,5,1991,1992,1288,Y,1301,1116,2417,4,Gd,9,Attchd,2,462,127,82,0,0,2006,260000,3,Y,0,2417
11025,NoRidge,1Fam,2Story,8,5,1992,1993,216,Y,1520,1306,2826,3,Gd,9,Attchd,3,888,177,208,186,0,2006,334000,4,Y,1118,3944
9639,OldTown,1Fam,2Story,4,8,1900,1950,1075,Y,1156,642,1798,4,TA,7,Detchd,2,342,0,0,160,0,2007,137000,3,Y,0,1798
13346,NoRidge,1Fam,2Story,7,5,1992,2000,367,Y,1166,1129,2295,4,Gd,9,Attchd,2,590,0,40,0,0,2006,268000,4,Y,728,3023
12461,NoRidge,1Fam,1Story,8,5,1994,1995,168,Y,1624,0,1624,2,Gd,5,Attchd,3,757,0,114,192,0,2006,262000,3,Y,1456,3080
3628,Somerst,TwnhsE,1Story,7,5,2004,2004,1143,Y,1143,0,1143,1,Gd,5,Attchd,2,588,0,191,0,0,2006,176400,2,N,0,1143
3316,Somerst,TwnhsE,1Story,8,5,2005,2005,208,Y,1247,0,1247,1,Gd,4,Attchd,2,550,0,84,0,0,2006,197000,3,N,1039,2286
3180,Somerst,TwnhsE,2Story,7,5,2005,2005,600,Y,520,600,1200,2,Gd,4,Detchd,2,480,0,166,0,0,2006,151000,3,N,0,1200
2544,Somerst,Twnhs,2Story,7,5,2005,2005,600,Y,520,623,1223,2,Gd,4,Detchd,2,480,0,166,0,0,2006,147400,3,N,0,1223
2544,Somerst,Twnhs,2Story,7,5,2005,2005,600,Y,520,623,1223,2,Gd,4,Detchd,2,480,0,166,0,0,2006,149900,3,N,0,1223
3180,Somerst,TwnhsE,2Story,7,5,2005,2005,600,Y,520,600,1200,2,Gd,4,Detchd,2,480,0,166,0,0,2006,144152,3,N,0,1200
2998,Somerst,TwnhsE,2Story,6,5,2000,2000,403,Y,768,756,1524,2,Gd,4,Detchd,2,440,0,32,0,0,2006,166000,3,N,353,1877
3735,Somerst,TwnhsE,2Story,7,5,1999,1999,241,Y,713,739,1452,3,Gd,6,Detchd,2,506,0,34,0,0,2006,183900,4,N,450,1902
2651,Somerst,Twnhs,2Story,7,5,2000,2000,32,Y,673,709,1382,3,Gd,6,Detchd,2,490,153,50,0,0,2006,165000,4,N,641,2023
4447,Somerst,TwnhsE,2Story,7,5,2003,2003,530,Y,530,550,1080,2,Gd,4,Attchd,2,496,0,50,0,0,2006,139000,3,N,0,1080
8314,Somerst,1Fam,2Story,7,5,1997,1998,569,Y,854,840,1694,3,Gd,6,BuiltIn,1,434,0,382,0,110,2006,200000,3,Y,0,1694
7180,Somerst,1Fam,1Story,8,5,2001,2002,1568,Y,1568,0,1568,3,Gd,6,Attchd,2,564,0,266,0,0,2006,221000,2,Y,0,1568
9549,Veenker,TwnhsE,1Story,8,5,1995,1996,0,Y,1494,0,1494,2,Ex,6,Attchd,2,481,0,30,0,216,2006,270000,3,Y,1494,2988
11250,Veenker,1Fam,1Story,6,6,1977,1977,441,Y,1208,0,1208,3,TA,6,Attchd,2,546,198,42,0,0,2006,165000,3,N,767,1975
3760,Greens,Twnhs,1Story,8,5,1980,1980,44,Y,1235,0,1235,1,TA,4,Attchd,2,484,133,78,0,0,2006,214000,2,N,1191,2426
3640,Greens,Twnhs,1Story,8,5,1980,1980,176,Y,1036,0,1036,1,Gd,4,Detchd,2,484,133,108,0,0,2006,188000,2,N,860,1896
3874,Greens,TwnhsE,1Story,8,5,1980,1980,419,Y,1226,0,1226,1,Gd,4,Attchd,2,484,133,78,0,0,2006,190000,2,N,807,2033
3876,Greens,Twnhs,1Story,8,5,1978,1978,48,Y,1226,0,1226,1,Gd,4,Attchd,2,484,133,60,0,0,2006,170000,2,N,1178,2404
50271,Veenker,1Fam,1Story,9,5,1981,1987,32,Y,1842,0,1842,0,Gd,5,Attchd,3,894,857,72,0,0,2006,385000,3,Y,1810,3652
13110,NWAmes,2fmCon,1Story,5,6,1972,1972,191,Y,1193,0,1193,2,TA,6,Attchd,2,501,140,153,0,0,2006,146500,3,N,962,2155
10192,NWAmes,1Fam,SLvl,7,6,1968,1992,570,Y,1222,698,1920,4,Gd,8,Attchd,2,487,0,98,0,0,2006,170000,3,Y,0,1920
9600,OldTown,1Fam,1.5Fin,5,8,1925,1994,702,Y,842,630,1472,3,Gd,6,Detchd,1,250,0,0,84,0,2007,125000,1,Y,0,1472
11700,NWAmes,1Fam,2Story,6,6,1968,1968,304,Y,708,708,1416,3,TA,7,Attchd,2,776,0,169,0,119,2006,179900,3,N,404,1820
8398,OldTown,1Fam,1.5Fin,6,8,1910,1990,667,Y,991,659,1650,3,TA,6,Detchd,2,468,128,103,0,0,2007,144100,2,Y,259,1909
10400,NWAmes,1Fam,2Story,6,5,1972,1972,485,Y,1012,778,1790,4,TA,8,Attchd,2,484,148,0,0,147,2006,165150,4,N,247,2037
10140,NWAmes,1Fam,1Story,7,6,1967,1967,713,Y,1334,0,1334,3,TA,7,Attchd,2,477,0,20,35,264,2006,164500,3,N,621,1955
9600,NWAmes,1Fam,1Story,7,5,1969,1969,1164,Y,1164,0,1164,3,TA,6,Attchd,2,528,0,0,0,0,2006,140000,2,N,0,1164
9750,NAmes,1Fam,SLvl,5,5,1967,1967,100,Y,980,0,980,3,TA,6,Attchd,1,384,68,0,0,0,2006,135500,2,N,880,1860
9600,NAmes,1Fam,1Story,5,5,1968,1968,293,Y,1051,0,1051,3,TA,6,Attchd,2,504,0,0,0,0,2006,142000,2,N,758,1809
8640,NAmes,1Fam,2Story,5,5,1968,1968,56,Y,884,886,1770,4,TA,7,Attchd,2,530,0,60,0,270,2006,155000,3,N,844,2614
13500,OldTown,1Fam,2.5Unf,7,8,1879,1987,819,Y,1312,1142,2454,3,TA,8,Attchd,2,576,0,148,150,0,2007,185000,2,Y,0,2454
8400,NAmes,1Fam,1Story,5,5,1968,1968,36,Y,1052,0,1052,3,TA,5,Attchd,1,288,356,0,0,0,2006,138500,3,N,1016,2068
8400,NAmes,1Fam,SFoyer,5,6,1968,1968,89,Y,898,0,898,3,TA,6,Attchd,1,326,143,0,0,0,2006,140000,2,N,744,1642
9759,NAmes,1Fam,1Story,5,5,1966,1966,252,Y,1051,0,1051,3,TA,6,Attchd,1,264,182,88,0,0,2006,124400,2,N,799,1850
10800,OldTown,1Fam,2Story,7,8,1890,1998,718,Y,1576,978,2554,3,TA,8,Detchd,2,704,0,48,143,0,2007,159500,2,Y,0,2554
6240,BrkSide,1Fam,1.5Fin,5,8,1939,1952,624,Y,899,423,1322,4,TA,7,Detchd,1,280,0,0,0,0,2007,132000,2,Y,48,1370
14803,NWAmes,1Fam,2Story,6,5,1971,1971,409,Y,1097,896,1993,4,TA,8,Attchd,2,495,0,66,0,0,2006,190000,3,N,416,2409
10659,NAmes,1Fam,1Story,5,6,1961,1961,135,Y,1050,0,1050,3,TA,6,Attchd,1,368,0,319,0,0,2006,136500,2,N,915,1965
9100,NAmes,1Fam,1Story,5,5,1958,1958,169,Y,864,0,864,3,TA,5,Detchd,2,624,0,0,0,0,2006,129900,2,N,695,1559
8393,NAmes,Duplex,1Story,5,5,1959,2005,1098,Y,1712,0,1712,4,TA,8,Attchd,2,588,272,54,0,0,2006,145000,2,Y,528,2240
